id,title,description,source,suggested_label,human_label,notes
505,Invoice microservice rounding error on calculation (#448),"Invoice #2938 shows a subtotal of $600 due to a tax configuration error, which contradicts the fixed $400 amount stated in our contract parameters.",Kigali Beauty Platform,MEDIUM,MEDIUM,Wrong bill total on the monthly client invoice.
384,Request to modify CSS color property on confirmation button (#108),Please update the primary button class from background-color: #28a745 to #007bff to stay compliant with our internal brand guidebook.,Nyamirambo Retail App,LOW,LOW,Client wants to change a button color from green to blue.
517,app logout too quick (#101),system log out every 5 minute when stop typing. very annoying to type long passwrd again again. make long time please,Butare School Portal,CRITICAL,MEDIUM,The application logs users out way too fast.
372,Inquiry regarding user onboarding manual availability (#637),Could you provide a quick reference guide or video tutorial covering the addition of new staff accounts for our upcoming internal training session?,Gisenyi Hotel Booking,LOW,LOW,Customer needs a simple guide on how to add a worker.
470,THE TEXT IS MISSING FROM THE PDF EXPORT!!! (#565),IT SHOWS ON THE COMPUTER SCREEN BUT THE DOWNLOADED PAPER FILE IS COMPLETELY BLANK REMOVE THIS BUG!!,Gitarama Pharmacy Web,MEDIUM,MEDIUM,Text is missing when exporting reports to a paper file.
450,emails are down (#143),nobody is getting any automated responses from the portal today.,Musanze Delivery App,HIGH,HIGH,New signup emails are not sending out today.
249,system failure (#143),the app is completely dead for all our office workers.,Musanze Delivery App,CRITICAL,CRITICAL,The entire app is down. Customers cannot buy anything.
437,DASHBOARD LOADING FOREVER!!! (#473),THE SYSTEM IS SO SLOW IT TAKES 3 MINUTES THEN GIVES TIMEOUT ERROR WE CANNOT SEE THE DAILY REPORTS TODAY!!,Kanombe Cargo System,HIGH,HIGH,The system is loading too slow and timing out.
3,Two-Factor Authentication Token Duplication,"2FA tokens are being generated in duplicate, allowing unauthorized access to user accounts.",synthetic,CRITICAL,CRITICAL,
304,need documentation guide (#602),looking for an instruction link on how to manage user profiles on the platform.,Rubavu Agri Market,LOW,LOW,Customer needs a simple guide on how to add a worker.
401,Critical system crash on payment module (#894),"Since the update at 3pm, users get a blank screen and 500 error when clicking pay. Affected domain: /api/checkout. Error code: GATEWAY_TIMEOUT. All users blocked.",Gisenyi Hotel Booking,CRITICAL,CRITICAL,Mobile money payment is failing but taking customer money.
166,Analytics Dashboard Data Refresh,It'd be great if the analytics dashboard refreshed automatically every few minutes,synthetic,LOW,LOW,
190,Database Restore Error,"Database restore from backups has failed, causing system downtime.",synthetic,CRITICAL,CRITICAL,
168,Missing User Roles in Permission Settings,Our user roles are not displayed correctly in permission settings. This affects our team's ability to manage access and permissions,synthetic,HIGH,HIGH,
465,login not open code error (#929),everyone try to enter password but it say wrong token loop. nobody can do work today please fix now now,Butare School Portal,CRITICAL,CRITICAL,Nobody can log in to work. Big emergency.
40,CSV Export File Header,Would it be possible to add a column header for the 'Created At' timestamp in CSV exports? Thanks!,synthetic,LOW,LOW,
12,File Uploads Could Have Progress Bars,"When uploading files, it would be great to see progress bars to know how much longer it'll take.",synthetic,LOW,LOW,
189,Critical Bug Preventing Customers from Accessing Their Accounts,Our latest release introduced a critical bug that prevents customers from accessing their accounts. Please resolve ASAP.,synthetic,CRITICAL,CRITICAL,
121,"SLA breach due to delayed support response time, causing customer dissatisfaction","We're experiencing a significant delay in support response time, resulting in customer dissatisfaction. We need your help to resolve this ASAP.",synthetic,HIGH,MEDIUM,
214,API Key Not Working on Certain Integrations,"We're having trouble getting API keys to work on certain integrations, which is causing issues with our data imports. Can you troubleshoot this?",synthetic,MEDIUM,HIGH,
143,Export Button Not Working on Certain Pages,"When I click the export button, it doesn't work on some pages but does on others. Have you guys noticed this issue? It's disrupting our reporting process.",synthetic,MEDIUM,MEDIUM,
206,Invoice Generation Font,The font used for invoices is a bit hard to read. Could we change it to something more readable?,synthetic,LOW,LOW,
403,DASHBOARD LOADING FOREVER!!! (#356),THE SYSTEM IS SO SLOW IT TAKES 3 MINUTES THEN GIVES TIMEOUT ERROR WE CANNOT SEE THE DAILY REPORTS TODAY!!,Butare School Portal,HIGH,HIGH,The system is loading too slow and timing out.
218,Incorrect Timezone Display in Dashboard,The system is showing the wrong timezone for our organization's location. This is annoying and making it hard to track user activities. Please correct the timezone setting ASAP.,synthetic,MEDIUM,LOW,
475,FILE UPLOAD IS TOTALLY BROKEN!!! (#548),WE CANNOT UPLOAD PDF OR PHOTOS FOR OUR WORK TODAY IT SAYS FAILED ALWAYS FIX THIS SOON IT IS VERY FRUSTRATING!!,Remera Tax Portal,HIGH,HIGH,File upload button is broken. Users cannot add attachments.
184,Database Backup Schedule Could Be More Flexible,"The database backup schedule could support more frequency options, like quarterly or bi-annually.",synthetic,LOW,LOW,
264,APP IS COMPLETELY DOWN NOW NOW!!!,WE ARE LOSING EVERY SINGLE CUSTOMER MONEY IS FAILING SYSTEM IS FROZEN PLS FIX ASAP!!!!,Gitarama Pharmacy Web,CRITICAL,CRITICAL,The entire app is down. Customers cannot buy anything.
399,PDF export missing key custom data rows (#634),"When downloading the analytics dashboard summary, the generated file fails to render the customized narrative rows present in the web layout.",Gitarama Pharmacy Web,MEDIUM,MEDIUM,Text is missing when exporting reports to a paper file.
202,Failed Two-Factor Authentication Setup,We're unable to set up two-factor authentication due to a failed setup process. Critical security risk and urgent fix necessary,synthetic,HIGH,HIGH,
278,Critical system crash on payment module (#676),"Since the update at 3pm, users get a blank screen and 500 error when clicking pay. Affected domain: /api/checkout. Error code: GATEWAY_TIMEOUT. All users blocked.",Remera Tax Portal,CRITICAL,CRITICAL,Mobile money payment is failing but taking customer money.
392,Database query causing 504 gateway timeout on reports (#904),"The SQL query for gathering monthly sales metrics lacks an index on the client_id column, causing a 45 second lock. The sales team cannot open reports.",Remera Tax Portal,HIGH,HIGH,The system is loading too slow and timing out.
500,login not open code error (#615),everyone try to enter password but it say wrong token loop. nobody can do work today please fix now now,Musanze Delivery App,CRITICAL,CRITICAL,Nobody can log in to work. Big emergency.
310,app logout too quick (#149),system log out every 5 minute when stop typing. very annoying to type long passwrd again again. make long time please,Kimironko Shop System,MEDIUM,MEDIUM,The application logs users out way too fast.
240,login not open code error,everyone try to enter password but it say wrong token loop. nobody can do work today please fix now now,Gisenyi Hotel Booking,CRITICAL,CRITICAL,Nobody can log in to work. Big emergency.
123,Password Strength Checker,I wish we could add a password strength checker for user passwords,synthetic,LOW,LOW,
112,CSV Export Timestamp Format,Could we change the timestamp format in CSV exports to something more readable?,synthetic,LOW,LOW,
243,EMAILS ARE NOT GOING TO CLIENTS!!!,NEW SIGNUP EMAILS ARE FULLY STUCK AND CUSTOMERS ARE COMPLAINING FIX THIS NOW TODAY!!,Gisenyi Hotel Booking,HIGH,HIGH,New signup emails are not sending out today.
297,Typo correction in settings menu localization file (#992),The string asset for account_label contains a typo where 'account' is rendered as 'acount'. This needs to be polished in the next patch update.,Remera Tax Portal,CRITICAL,LOW,Small spelling error found on the settings page.
386,FILE UPLOAD IS TOTALLY BROKEN!!! (#822),WE CANNOT UPLOAD PDF OR PHOTOS FOR OUR WORK TODAY IT SAYS FAILED ALWAYS FIX THIS SOON IT IS VERY FRUSTRATING!!,Kigali Beauty Platform,HIGH,HIGH,File upload button is broken. Users cannot add attachments.
499,DATA IS COMPLETELY GONE!!! (#426),I OPENED THE PAGE AND EVERY CLIENT RECORD IS DELETED WE ARE PANICKING FIX IT NOW NOW!!,Gisenyi Hotel Booking,MEDIUM,CRITICAL,All client records are missing from the screen. Team is stuck.
321,File attachment module throwing errors (#611),Users are unable to upload any compliance documentation or image files. The system rejects the payload at 99% with an unhandled exception.,Kanombe Cargo System,HIGH,HIGH,File upload button is broken. Users cannot add attachments.
514,invoice error (#526),the price on the invoice sheet does not match our profile records.,Butare School Portal,MEDIUM,MEDIUM,Wrong bill total on the monthly client invoice.
422,reports page loading error (#290),the page keeps spinning and won't display any numbers for our team.,Nyamirambo Retail App,HIGH,HIGH,The system is loading too slow and timing out.
194,Password Reset Email Not Sent,"When attempting to reset my password, the email containing the reset link is not being sent. This needs to be fixed to enable password reset.",synthetic,MEDIUM,MEDIUM,
4,Payment Checkout Error with Credit Card,"We're experiencing issues with the payment checkout process when using credit cards, resulting in failed transactions. Please investigate and resolve this soon.",synthetic,MEDIUM,HIGH,
445,Inquiry regarding user onboarding manual availability (#729),Could you provide a quick reference guide or video tutorial covering the addition of new staff accounts for our upcoming internal training session?,Butare School Portal,LOW,LOW,Customer needs a simple guide on how to add a worker.
199,CSV Export Failure Due to Data Type Incompatibility,Our CSV export function is not working due to incompatible data types. This is stopping our reporting process.,synthetic,CRITICAL,CRITICAL,
349,invoice error (#584),the price on the invoice sheet does not match our profile records.,Nyamirambo Retail App,MEDIUM,MEDIUM,Wrong bill total on the monthly client invoice.
489,APP IS COMPLETELY DOWN NOW NOW!!! (#588),WE ARE LOSING EVERY SINGLE CUSTOMER MONEY IS FAILING SYSTEM IS FROZEN PLS FIX ASAP!!!!,Nyamirambo Retail App,CRITICAL,CRITICAL,The entire app is down. Customers cannot buy anything.
100,You're the WORST!!! The colors are all wrong!!!,I'm trying to use your app for work and the colors are not what I'm used to. Can you please change them?,synthetic-edge,LOW,LOW,
220,Inconsistent Session Timeout,"The session timeout is inconsistent across different login sessions, resulting in unexpected logouts. We need this fixed to prevent this issue.",synthetic,MEDIUM,LOW,
288,need documentation guide (#374),looking for an instruction link on how to manage user profiles on the platform.,Gisenyi Hotel Booking,LOW,LOW,Customer needs a simple guide on how to add a worker.
511,EMAILS ARE NOT GOING TO CLIENTS!!! (#446),NEW SIGNUP EMAILS ARE FULLY STUCK AND CUSTOMERS ARE COMPLAINING FIX THIS NOW TODAY!!,Kigali Beauty Platform,HIGH,HIGH,New signup emails are not sending out today.
345,Typo correction in settings menu localization file (#573),The string asset for account_label contains a typo where 'account' is rendered as 'acount'. This needs to be polished in the next patch update.,Kanombe Cargo System,LOW,LOW,Small spelling error found on the settings page.
312,need documentation guide,looking for an instruction link on how to manage user profiles on the platform.,Kanombe Cargo System,HIGH,LOW,Customer needs a simple guide on how to add a worker.
493,FILE UPLOAD IS TOTALLY BROKEN!!! (#805),WE CANNOT UPLOAD PDF OR PHOTOS FOR OUR WORK TODAY IT SAYS FAILED ALWAYS FIX THIS SOON IT IS VERY FRUSTRATING!!,Kimironko Shop System,HIGH,HIGH,File upload button is broken. Users cannot add attachments.
73,"System shut down, please revive.","The app's API is down, leading to errors and data inconsistencies. This will compromise our business operations.",synthetic-edge,CRITICAL,CRITICAL,
418,attachments broken (#333),the upload section is not accepting any files from our side.,Nyamirambo Retail App,HIGH,HIGH,File upload button is broken. Users cannot add attachments.
120,Unsecured API Key Exposing User Account Information,We've discovered an unsecured API key exposing user account data. We need this fixed immediately.,synthetic,CRITICAL,CRITICAL,
256,Critical system crash on payment module (#359),"Since the update at 3pm, users get a blank screen and 500 error when clicking pay. Affected domain: /api/checkout. Error code: GATEWAY_TIMEOUT. All users blocked.",Gisenyi Hotel Booking,CRITICAL,CRITICAL,Mobile money payment is failing but taking customer money.
35,Active Security Breach via Unpatched Vulnerability,We've identified an unpatched vulnerability that's currently being exploited. We need immediate assistance to remediate.,synthetic,CRITICAL,CRITICAL,
343,no message coming to customer mail,when new person make sign up they get no email link. yesterday it work fine today nothing. please look fast,Butare School Portal,HIGH,HIGH,New signup emails are not sending out today.
411,THERE IS A TYPO ON THE SETTINGS PAGE!!! (#591),IT SAYS ACOUNT INSTEAD OF ACCOUNT FIX THIS MINOR SPELLING MISTAKE IN THE NEXT SPRINT UPDATE!!,Gitarama Pharmacy Web,LOW,LOW,Small spelling error found on the settings page.
510,EMAILS ARE NOT GOING TO CLIENTS!!! (#588),NEW SIGNUP EMAILS ARE FULLY STUCK AND CUSTOMERS ARE COMPLAINING FIX THIS NOW TODAY!!,Gisenyi Hotel Booking,LOW,HIGH,New signup emails are not sending out today.
491,hello site not working help (#339),the whole app is broken we click click nothing happens screen is white blank please help fast business stop,Rubavu Agri Market,CRITICAL,CRITICAL,The entire app is down. Customers cannot buy anything.
247,THERE IS A TYPO ON THE SETTINGS PAGE!!! (#817),IT SAYS ACOUNT INSTEAD OF ACCOUNT FIX THIS MINOR SPELLING MISTAKE IN THE NEXT SPRINT UPDATE!!,Kimironko Shop System,CRITICAL,LOW,Small spelling error found on the settings page.
49,Error on File Download from Platform,Our users are experiencing errors when downloading files from our platform. Urgent fix needed to prevent data loss,synthetic,HIGH,HIGH,
156,Minor UI Issue with Modal Dialogs,"The modal dialogs in the system are not responsive on smaller screens, which makes it hard to interact with them. Please make them mobile-friendly soon.",synthetic,MEDIUM,LOW,
145,Mobile App Crashes on Login,Users are unable to access the app due to a persistent login error. Resolve this today to avoid business disruption.,synthetic,CRITICAL,CRITICAL,
101,Password reset link is expired after 10 minutes,"The password reset link is expiring too quickly, making it difficult for users to reset their passwords. Can this time limit be increased?",synthetic,HIGH,MEDIUM,
430,Severe performance latency causing gateway timeouts (#876),"The main analytical reports page is experiencing massive response delays, averaging 45 seconds before dropping the connection. Sales team cannot work.",Kanombe Cargo System,HIGH,HIGH,The system is loading too slow and timing out.
33,Two-factor authentication is not working for users with certain browsers,"Our users are experiencing issues with 2FA on certain browsers, which is creating security concerns. Can this be resolved today?",synthetic,HIGH,HIGH,
139,API Keys Not Validating Correctly,"Our API keys are not validating correctly, resulting in unauthorized access. Critical security risk and urgent fix needed",synthetic,HIGH,CRITICAL,
318,DASHBOARD LOADING FOREVER!!! (#372),THE SYSTEM IS SO SLOW IT TAKES 3 MINUTES THEN GIVES TIMEOUT ERROR WE CANNOT SEE THE DAILY REPORTS TODAY!!,Butare School Portal,HIGH,HIGH,The system is loading too slow and timing out.
30,"SLA breach due to delayed response time, causing revenue loss","We're experiencing a significant delay in response time, resulting in revenue loss and customer dissatisfaction. We need your help to resolve this ASAP.",synthetic,HIGH,HIGH,
180,Data Exposed via Publicly Accessible REST API,"Our API was left unsecured, exposing sensitive customer data to the public. We need immediate assistance.",synthetic,CRITICAL,CRITICAL,
235,Request to modify CSS color property on confirmation button,Please update the primary button class from background-color: #28a745 to #007bff to stay compliant with our internal brand guidebook.,Gisenyi Hotel Booking,LOW,LOW,Client wants to change a button color from green to blue.
363,JWT token expiration time set to 300 seconds instead of 7200,"The session timeout variable on the frontend environment config is hardcoded to 5 minutes, ignoring the global database parameter setting.",Gitarama Pharmacy Web,MEDIUM,MEDIUM,The application logs users out way too fast.
108,User Role Permissions Inheritance,Could we add a feature for role permissions to inherit from parent roles?,synthetic,LOW,LOW,
361,Ransomware popup on live web server admin link (#675),Our live system admin page has been hijacked. It displays an external hacker alert demanding payment and all staff authentication tokens are rejected.,Gitarama Pharmacy Web,CRITICAL,CRITICAL,The main link is completely broken. Business is stopped.
176,Slowing Database Backup Schedule,"Our database backups are taking longer than usual, affecting our workflow. The backups completed in 2 hours yesterday, now it takes about 4 hours each day.",synthetic,MEDIUM,MEDIUM,
141,New update is super slow!!!,"I like the new features, but the app is taking forever to load. Can you please optimize it?",synthetic-edge,LOW,LOW,
385,the button color looks a bit off,the green shade used on the main screen dashboard does not match our style guidelines precisely. please alter whenever convenient.,Gitarama Pharmacy Web,LOW,LOW,Client wants to change a button color from green to blue.
226,File Uploads Failing with No Error Messages,We're unable to upload files to your platform due to no error messages. Frustrating experience for our users,synthetic,HIGH,HIGH,
449,Database query causing 504 gateway timeout on reports (#558),"The SQL query for gathering monthly sales metrics lacks an index on the client_id column, causing a 45 second lock. The sales team cannot open reports.",Kimironko Shop System,HIGH,HIGH,The system is loading too slow and timing out.
362,how to put new worker inside (#757),hello we have new person coming next week. how do we add them inside app? you have simple video or text link? thanks,Rubavu Agri Market,LOW,LOW,Customer needs a simple guide on how to add a worker.
311,system failure (#849),the app is completely dead for all our office workers.,Kanombe Cargo System,CRITICAL,CRITICAL,The entire app is down. Customers cannot buy anything.
246,File upload failing with unhandled 413 exception (#634),"When clients upload files larger than 1MB on Chrome v114, the system crashes without error messages. This is blocking the compliance team onboarding loop.",Kigali Beauty Platform,MEDIUM,HIGH,File upload button is broken. Users cannot add attachments.
424,EMAILS ARE NOT GOING TO CLIENTS!!! (#979),NEW SIGNUP EMAILS ARE FULLY STUCK AND CUSTOMERS ARE COMPLAINING FIX THIS NOW TODAY!!,Gitarama Pharmacy Web,CRITICAL,HIGH,New signup emails are not sending out today.
522,system failure (#321),the app is completely dead for all our office workers.,Musanze Delivery App,CRITICAL,CRITICAL,The entire app is down. Customers cannot buy anything.
393,how to put new worker inside (#357),hello we have new person coming next week. how do we add them inside app? you have simple video or text link? thanks,Rubavu Agri Market,LOW,LOW,Customer needs a simple guide on how to add a worker.
284,invoice money wrong count (#905),hello bill we get today is wrong number. it say 600 but agreement is 400. please look and send true one,Rubavu Agri Market,MEDIUM,MEDIUM,Wrong bill total on the monthly client invoice.
160,Subscription Cancellation Not Processing Correctly,"We're having trouble cancelling subscriptions, and it's not processing correctly in the system. Can you investigate this issue?",synthetic,MEDIUM,CRITICAL,
369,Invoice microservice rounding error on calculation (#224),"Invoice #2938 shows a subtotal of $600 due to a tax configuration error, which contradicts the fixed $400 amount stated in our contract parameters.",Remera Tax Portal,MEDIUM,MEDIUM,Wrong bill total on the monthly client invoice.
387,spelling bad word in account setup (#656),i see small mistake in setting tab text. it say 'acount' instead of true spelling. just minor thing for next update,Kanombe Cargo System,LOW,LOW,Small spelling error found on the settings page.
313,spelling bad word in account setup,i see small mistake in setting tab text. it say 'acount' instead of true spelling. just minor thing for next update,Butare School Portal,LOW,LOW,Small spelling error found on the settings page.
379,Automated transactional email notifications are stuck (#875),The background worker process is failing to dispatch registration confirmation emails. This is causing significant backlog for onboarding.,Gisenyi Hotel Booking,HIGH,HIGH,New signup emails are not sending out today.
443,reports page loading error,the page keeps spinning and won't display any numbers for our team.,Butare School Portal,HIGH,HIGH,The system is loading too slow and timing out.
353,Invoice microservice rounding error on calculation (#820),"Invoice #2938 shows a subtotal of $600 due to a tax configuration error, which contradicts the fixed $400 amount stated in our contract parameters.",Kigali Beauty Platform,MEDIUM,MEDIUM,Wrong bill total on the monthly client invoice.
477,Session lifetime parameter expiring prematurely (#491),The authentication token cookie is invalidating after 5 minutes of idle state instead of the configured 2 hours. This disrupts worker workflows.,Musanze Delivery App,MEDIUM,MEDIUM,The application logs users out way too fast.
462,app died (#271),it just stopped working and shows a blank white screen since morning.,Gisenyi Hotel Booking,CRITICAL,CRITICAL,The screen is frozen for everyone. Urgent fix needed.
237,Invoice microservice rounding error on calculation,"Invoice #2938 shows a subtotal of $600 due to a tax configuration error, which contradicts the fixed $400 amount stated in our contract parameters.",Remera Tax Portal,MEDIUM,MEDIUM,Wrong bill total on the monthly client invoice.
488,hello site not working help (#644),the whole app is broken we click click nothing happens screen is white blank please help fast business stop,Kigali Beauty Platform,CRITICAL,CRITICAL,The entire app is down. Customers cannot buy anything.
36,REST API Rate Limiting Error,We're experiencing rate limiting errors when using the REST API to update user data. The API response is incorrect and requires manual intervention.,synthetic,MEDIUM,MEDIUM,
339,THERE IS A TYPO ON THE SETTINGS PAGE!!! (#374),IT SAYS ACOUNT INSTEAD OF ACCOUNT FIX THIS MINOR SPELLING MISTAKE IN THE NEXT SPRINT UPDATE!!,Remera Tax Portal,LOW,LOW,Small spelling error found on the settings page.
274,Request to modify CSS color property on confirmation button (#805),Please update the primary button class from background-color: #28a745 to #007bff to stay compliant with our internal brand guidebook.,Butare School Portal,CRITICAL,LOW,Client wants to change a button color from green to blue.
373,photo upload not work error (#603),we try to put photo or paper pdf file inside but it say fail. we need this today for daily job please repair soon,Kanombe Cargo System,HIGH,HIGH,File upload button is broken. Users cannot add attachments.
154,Audit Log Entries Could Include More Details,Thought it would be useful if the audit log entries included more details about the action taken.,synthetic,LOW,LOW,
300,Inquiry regarding user onboarding manual availability,Could you provide a quick reference guide or video tutorial covering the addition of new staff accounts for our upcoming internal training session?,Musanze Delivery App,LOW,LOW,Customer needs a simple guide on how to add a worker.
191,Session Management Failure Causing System Crash Loop,"Our session management is malfunctioning, causing our application to crash loop. Please resolve ASAP.",synthetic,CRITICAL,CRITICAL,
201,User Role Access Not Updating Correctly,"We're having trouble updating user role access, and it's not reflecting correctly in the system. Can you troubleshoot this?",synthetic,MEDIUM,MEDIUM,
76,REST API Could Support Basic Authentication,Would be really helpful if the REST API supported basic authentication for added security.,synthetic,LOW,LOW,
24,Payment Checkout Button Not Disabled,The payment checkout button is still active even though the user has an active subscription. This should be disabled to prevent accidental payments.,synthetic,MEDIUM,MEDIUM,
307,THE APP LOGS ME OUT EVERY 5 MINUTES!!! (#701),THIS IS SO ANNOYING I HAVE TO RE-ENTER MY PASSWORD EVERY TIME I STOP TYPING FOR A SECOND MAKE THE TIME LONGER!!,Nyamirambo Retail App,CRITICAL,MEDIUM,The application logs users out way too fast.
153,Password Policy Enforcement Failure,"Our password policy is no longer enforcing, causing unnecessary security risks to user accounts.",synthetic,CRITICAL,CRITICAL,
98,REST API Could Support API Keys,Would be really helpful if the REST API supported API keys for authentication.,synthetic,LOW,LOW,
88,"Database connection error, please assist.","The database is failing to connect, resulting in data inconsistencies and errors. This requires immediate resolution.",synthetic-edge,CRITICAL,CRITICAL,
433,Production server completely unreachable (#917),We are experiencing an unrecoverable system outage. All active API nodes are throwing a blank 500 error page. Operations are fully stopped.,Remera Tax Portal,CRITICAL,CRITICAL,The main link is completely broken. Business is stopped.
370,WRONG BILL AMOUNT AGAIN!!! (#911),OUR INVOICE SAYS 600 DOLLARS BUT OUR CONTRACT IS ONLY 400 DOLLARS PLEASE FIX THIS DISCREPANCY TODAY!!,Remera Tax Portal,MEDIUM,MEDIUM,Wrong bill total on the monthly client invoice.
466,reports page loading error (#301),the page keeps spinning and won't display any numbers for our team.,Nyamirambo Retail App,HIGH,HIGH,The system is loading too slow and timing out.
262,Complete session database corruption after deploy (#652),"After the recent build pipeline finished, all users are kicked into a login loop. Token verification throws an unhandled null pointer error. Nobody can access dashboards.",Musanze Delivery App,CRITICAL,CRITICAL,Nobody can log in to work. Big emergency.
16,Analytics Dashboard Chart Not Updating,The charts on the analytics dashboard are not updating in real-time as expected. This requires manual intervention to update the reports.,synthetic,MEDIUM,MEDIUM,
292,SMTP relay server authentication failing,The email dispatch queue is throwing credential errors on the /v1/send node. No activation links have left the platform since the morning update.,Kimironko Shop System,HIGH,HIGH,New signup emails are not sending out today.
23,"Error deleting files, immediate assistance.",Our team is experiencing issues deleting files in the app. This is impacting our productivity and requiring overtime.,synthetic-edge,MEDIUM,MEDIUM,
347,Severe performance latency causing gateway timeouts (#798),"The main analytical reports page is experiencing massive response delays, averaging 45 seconds before dropping the connection. Sales team cannot work.",Kimironko Shop System,HIGH,HIGH,The system is loading too slow and timing out.
212,Subscription Billing Inconsistent Renewal Dates,"Our subscription billing is inconsistent, resulting in incorrect renewal dates and impacting our revenue tracking.",synthetic,MEDIUM,CRITICAL,
18,User Account Lockout Loop,"A user account lockout issue is causing continuous lockout, preventing clients from accessing the platform.",synthetic,CRITICAL,CRITICAL,
230,Total payment gateway checkout freeze,The primary mobile money and card processing link has stopped working. Every live transaction is hanging indefinitely and failing.,Kimironko Shop System,CRITICAL,CRITICAL,Mobile money payment is failing but taking customer money.
250,ALL LOGIN IS BROKEN HELP!!! (#664),NOBODY IN THE WHOLE OFFICE CAN LOG IN SINCE 1 HOUR!! EVERYTHING IS BLANK SCREEN FIX THIS NOW!!,Remera Tax Portal,CRITICAL,CRITICAL,Nobody can log in to work. Big emergency.
316,payment button not working for some users,we noticed that clients trying to check out using the old safari web app get a frozen page. chrome users can pay completely fine.,Gitarama Pharmacy Web,HIGH,HIGH,File upload button is broken. Users cannot add attachments.
352,invoice error (#886),the price on the invoice sheet does not match our profile records.,Musanze Delivery App,MEDIUM,MEDIUM,Wrong bill total on the monthly client invoice.
438,getting logged out constantly (#245),the system keeps forcing me back to the sign-in screen during active intervals.,Nyamirambo Retail App,HIGH,MEDIUM,The application logs users out way too fast.
54,Security Audit Log Overload,"Audit logs are being written at an alarming rate, causing system overload and potential security risks.",synthetic,CRITICAL,CRITICAL,
377,system slow loading loop (#760),open page take too long time then say timeout error. we cannot do reporting today because it loop. please check why slow,Musanze Delivery App,HIGH,HIGH,The system is loading too slow and timing out.
110,REST API Error Handling Could Be Improved,"When an error occurs with the REST API, the error message could be more informative.",synthetic,LOW,LOW,
260,how to put new worker inside (#739),hello we have new person coming next week. how do we add them inside app? you have simple video or text link? thanks,Gisenyi Hotel Booking,MEDIUM,LOW,Customer needs a simple guide on how to add a worker.
467,money go out but order fail (#468),customer buy things but payment say error. mobile money take their cash but no order inside system. big problem help,Nyamirambo Retail App,CRITICAL,CRITICAL,Mobile money payment is failing but taking customer money.
223,User Role Hierarchy,Could we add a feature to create a role hierarchy? That would be super helpful,synthetic,LOW,LOW,
60,Publicly Accessible Database Credentials Exposing Sensitive Data,"Our database credentials were left exposed, putting sensitive customer data at risk. Please resolve ASAP.",synthetic,CRITICAL,CRITICAL,
133,Unpersisted Two-Factor Authentication,"After enabling two-factor authentication on my account, it's disabled the next time I log in. Please resolve this as soon as possible.",synthetic,MEDIUM,CRITICAL,
282,hello site not working help (#870),the whole app is broken we click click nothing happens screen is white blank please help fast business stop,Gitarama Pharmacy Web,CRITICAL,CRITICAL,The entire app is down. Customers cannot buy anything.
188,Webhook Delivery Issues with New Features,"Our webhooks are not triggering new features as expected, resulting in missed notifications to our users. High priority fix needed",synthetic,HIGH,HIGH,
429,attachments broken (#851),the upload section is not accepting any files from our side.,Kanombe Cargo System,HIGH,HIGH,File upload button is broken. Users cannot add attachments.
187,Irreversible Session Loss,Session wipeout is continuously deleting user sessions causing user experience issues. This must be resolved by the end of the day.,synthetic,CRITICAL,CRITICAL,
486,ALL LOGIN IS BROKEN HELP!!! (#225),NOBODY IN THE WHOLE OFFICE CAN LOG IN SINCE 1 HOUR!! EVERYTHING IS BLANK SCREEN FIX THIS NOW!!,Kimironko Shop System,CRITICAL,CRITICAL,Nobody can log in to work. Big emergency.
213,Invalidated Session Tokens,"Our session tokens are being invalidated prematurely, resulting in frequent logouts. Urgent assistance required",synthetic,HIGH,HIGH,
351,SMTP relay server authentication failing (#596),The email dispatch queue is throwing credential errors on the /v1/send node. No activation links have left the platform since the morning update.,Rubavu Agri Market,HIGH,HIGH,New signup emails are not sending out today.
203,Mobile App Sync Issue with Server,"Our mobile app is having trouble syncing data with the server, resulting in delayed updates. The sync process is slow and unreliable.",synthetic,MEDIUM,MEDIUM,
301,money go out but order fail (#487),customer buy things but payment say error. mobile money take their cash but no order inside system. big problem help,Kimironko Shop System,CRITICAL,CRITICAL,Mobile money payment is failing but taking customer money.
508,login not open code error (#359),everyone try to enter password but it say wrong token loop. nobody can do work today please fix now now,Gitarama Pharmacy Web,CRITICAL,CRITICAL,Nobody can log in to work. Big emergency.
140,"REST API is returning incorrect user data, affecting our app","Our app is fetching incorrect user data from the API, resulting in incorrect functionality. We need your help to resolve this ASAP.",synthetic,HIGH,CRITICAL,
172,Analytics Dashboard Could Support Customizable Dashboards,Would love the option to customize the analytics dashboard to show only the metrics that matter to me.,synthetic,LOW,LOW,
65,Two-Factor Authentication Failure,Security breach detected: all 2FA tokens are being generated with incorrect secrets. Fix this before we're hacked further.,synthetic,CRITICAL,CRITICAL,
487,SMTP relay server authentication failing (#925),The email dispatch queue is throwing credential errors on the /v1/send node. No activation links have left the platform since the morning update.,Butare School Portal,CRITICAL,HIGH,New signup emails are not sending out today.
81,API Request Failure Causing System Failure,"Our API request has failed, causing our platform to fail. We need a fix to prevent future failures.",synthetic,CRITICAL,CRITICAL,
86,File Upload Limit Exceeded Causing System Failure,"Our file upload limit has been exceeded, causing our platform to crash. We need a fix to prevent future failures.",synthetic,CRITICAL,CRITICAL,
