id,title,description,source,suggested_label,human_label,notes
144,THERE IS A TYPO ON THE SETTINGS PAGE!!! (#374),IT SAYS ACOUNT INSTEAD OF ACCOUNT FIX THIS MINOR SPELLING MISTAKE IN THE NEXT SPRINT UPDATE!!,Remera Tax Portal,LOW,LOW,Small spelling error found on the settings page.
145,login not open code error (#465),everyone try to enter password but it say wrong token loop. nobody can do work today please fix now now,Gisenyi Hotel Booking,CRITICAL,CRITICAL,Nobody can log in to work. Big emergency.
146,invoice money wrong count,hello bill we get today is wrong number. it say 600 but agreement is 400. please look and send true one,Kanombe Cargo System,MEDIUM,MEDIUM,Wrong bill total on the monthly client invoice.
147,attachments broken (#418),the upload section is not accepting any files from our side.,Gisenyi Hotel Booking,HIGH,HIGH,File upload button is broken. Users cannot add attachments.
148,Invoice microservice rounding error on calculation,"Invoice #2938 shows a subtotal of $600 due to a tax configuration error, which contradicts the fixed $400 amount stated in our contract parameters.",Remera Tax Portal,MEDIUM,MEDIUM,Wrong bill total on the monthly client invoice.
149,no message coming to customer mail,when new person make sign up they get no email link. yesterday it work fine today nothing. please look fast,Butare School Portal,HIGH,HIGH,New signup emails are not sending out today.
150,File upload failing with unhandled 413 exception,"When clients upload files larger than 1MB on Chrome v114, the system crashes without error messages. This is blocking the compliance team onboarding loop.",Remera Tax Portal,HIGH,HIGH,File upload button is broken. Users cannot add attachments.
151,THE APP LOGS ME OUT EVERY 5 MINUTES!!!,THIS IS SO ANNOYING I HAVE TO RE-ENTER MY PASSWORD EVERY TIME I STOP TYPING FOR A SECOND MAKE THE TIME LONGER!!,Musanze Delivery App,MEDIUM,MEDIUM,The application logs users out way too fast.
152,Total payment gateway checkout freeze,The primary mobile money and card processing link has stopped working. Every live transaction is hanging indefinitely and failing.,Gisenyi Hotel Booking,CRITICAL,CRITICAL,Mobile money payment is failing but taking customer money.
153,everything is broken (#590),the system is down and nobody can do anything today.,Gisenyi Hotel Booking,CRITICAL,CRITICAL,The entire app is down. Customers cannot buy anything.
154,EMAILS ARE NOT GOING TO CLIENTS!!!,NEW SIGNUP EMAILS ARE FULLY STUCK AND CUSTOMERS ARE COMPLAINING FIX THIS NOW TODAY!!,Remera Tax Portal,HIGH,HIGH,New signup emails are not sending out today.
155,Typo correction in settings menu localization file (#573),The string asset for account_label contains a typo where 'account' is rendered as 'acount'. This needs to be polished in the next patch update.,Kanombe Cargo System,LOW,LOW,Small spelling error found on the settings page.
156,WRONG BILL AMOUNT AGAIN!!! (#544),OUR INVOICE SAYS 600 DOLLARS BUT OUR CONTRACT IS ONLY 400 DOLLARS PLEASE FIX THIS DISCREPANCY TODAY!!,Rubavu Agri Market,MEDIUM,MEDIUM,Wrong bill total on the monthly client invoice.
157,Billing mismatch on monthly system invoice,"The automated invoicing system generated an incorrect total for this period, billing $600 instead of our baseline retainer of $400.",Nyamirambo Retail App,MEDIUM,MEDIUM,Wrong bill total on the monthly client invoice.
158,Severe performance latency causing gateway timeouts (#798),"The main analytical reports page is experiencing massive response delays, averaging 45 seconds before dropping the connection. Sales team cannot work.",Kimironko Shop System,HIGH,HIGH,The system is loading too slow and timing out.
159,system failure,the app is completely dead for all our office workers.,Gisenyi Hotel Booking,CRITICAL,CRITICAL,The entire app is down. Customers cannot buy anything.
160,invoice error (#584),the price on the invoice sheet does not match our profile records.,Nyamirambo Retail App,MEDIUM,MEDIUM,Wrong bill total on the monthly client invoice.
161,Request to alter UI button accent hex code (#299),Could we update the primary action button color to a blue accent to better match our corporate identity system guidelines? Low priority.,Gisenyi Hotel Booking,LOW,LOW,Client wants to change a button color from green to blue.
162,SMTP relay server authentication failing (#596),The email dispatch queue is throwing credential errors on the /v1/send node. No activation links have left the platform since the morning update.,Rubavu Agri Market,HIGH,HIGH,New signup emails are not sending out today.
163,invoice error (#886),the price on the invoice sheet does not match our profile records.,Musanze Delivery App,MEDIUM,MEDIUM,Wrong bill total on the monthly client invoice.
164,Invoice microservice rounding error on calculation (#820),"Invoice #2938 shows a subtotal of $600 due to a tax configuration error, which contradicts the fixed $400 amount stated in our contract parameters.",Kigali Beauty Platform,MEDIUM,MEDIUM,Wrong bill total on the monthly client invoice.
165,Database query causing 504 gateway timeout on reports,"The SQL query for gathering monthly sales metrics lacks an index on the client_id column, causing a 45 second lock. The sales team cannot open reports.",Remera Tax Portal,HIGH,HIGH,The system is loading too slow and timing out.
166,reports are loading slowly taking 10 seconds,the main analytical layout page takes more than 10 seconds to load. it doesn't fail but it makes daily workflow sluggish.,Kanombe Cargo System,MEDIUM,MEDIUM,The system clock is showing the wrong time zone.
167,Critical system crash on payment module,"Since the update at 3pm, users get a blank screen and 500 error when clicking pay. Affected domain: /api/checkout. Error code: GATEWAY_TIMEOUT. All users blocked.",Gitarama Pharmacy Web,CRITICAL,CRITICAL,Mobile money payment is failing but taking customer money.
168,reports page loading error (#728),the page keeps spinning and won't display any numbers for our team.,Kimironko Shop System,HIGH,HIGH,The system is loading too slow and timing out.
169,Critical system crash on payment module,"Since the update at 3pm, users get a blank screen and 500 error when clicking pay. Affected domain: /api/checkout. Error code: GATEWAY_TIMEOUT. All users blocked.",Kigali Beauty Platform,CRITICAL,CRITICAL,Mobile money payment is failing but taking customer money.
170,app logout too quick,system log out every 5 minute when stop typing. very annoying to type long passwrd again again. make long time please,Remera Tax Portal,MEDIUM,MEDIUM,The application logs users out way too fast.
171,Request to alter UI button accent hex code (#832),Could we update the primary action button color to a blue accent to better match our corporate identity system guidelines? Low priority.,Butare School Portal,LOW,LOW,Client wants to change a button color from green to blue.
172,invoice error,the price on the invoice sheet does not match our profile records.,Gitarama Pharmacy Web,CRITICAL,MEDIUM,Wrong bill total on the monthly client invoice.
173,hello site not working help,the whole app is broken we click click nothing happens screen is white blank please help fast business stop,Rubavu Agri Market,CRITICAL,CRITICAL,The entire app is down. Customers cannot buy anything.
174,Typo correction in settings menu localization file (#721),The string asset for account_label contains a typo where 'account' is rendered as 'acount'. This needs to be polished in the next patch update.,Butare School Portal,LOW,LOW,Small spelling error found on the settings page.
175,Ransomware popup on live web server admin link (#675),Our live system admin page has been hijacked. It displays an external hacker alert demanding payment and all staff authentication tokens are rejected.,Gitarama Pharmacy Web,CRITICAL,CRITICAL,The main link is completely broken. Business is stopped.
176,ALL LOGIN IS BROKEN HELP!!!,NOBODY IN THE WHOLE OFFICE CAN LOG IN SINCE 1 HOUR!! EVERYTHING IS BLANK SCREEN FIX THIS NOW!!,Kigali Beauty Platform,CRITICAL,CRITICAL,Nobody can log in to work. Big emergency.
177,Database replication failure causing mass data loss,The core data cluster has failed after the last deploy. Active client records are no longer visible on any dashboard.,Kigali Beauty Platform,CRITICAL,CRITICAL,All client records are missing from the screen. Team is stuck.
178,need documentation guide,looking for an instruction link on how to manage user profiles on the platform.,Butare School Portal,LOW,LOW,Customer needs a simple guide on how to add a worker.
179,how to put new worker inside (#757),hello we have new person coming next week. how do we add them inside app? you have simple video or text link? thanks,Rubavu Agri Market,LOW,LOW,Customer needs a simple guide on how to add a worker.
180,Typo correction in settings menu localization file,The string asset for account_label contains a typo where 'account' is rendered as 'acount'. This needs to be polished in the next patch update.,Musanze Delivery App,LOW,LOW,Small spelling error found on the settings page.
181,JWT token expiration time set to 300 seconds instead of 7200,"The session timeout variable on the frontend environment config is hardcoded to 5 minutes, ignoring the global database parameter setting.",Gitarama Pharmacy Web,MEDIUM,MEDIUM,The application logs users out way too fast.
182,invoice money wrong count,hello bill we get today is wrong number. it say 600 but agreement is 400. please look and send true one,Musanze Delivery App,HIGH,MEDIUM,Wrong bill total on the monthly client invoice.
183,ALL LOGIN IS BROKEN HELP!!! (#271),NOBODY IN THE WHOLE OFFICE CAN LOG IN SINCE 1 HOUR!! EVERYTHING IS BLANK SCREEN FIX THIS NOW!!,Remera Tax Portal,CRITICAL,CRITICAL,Nobody can log in to work. Big emergency.
184,THERE IS A TYPO ON THE SETTINGS PAGE!!! (#513),IT SAYS ACOUNT INSTEAD OF ACCOUNT FIX THIS MINOR SPELLING MISTAKE IN THE NEXT SPRINT UPDATE!!,Rubavu Agri Market,LOW,LOW,Small spelling error found on the settings page.
185,getting logged out constantly,the system keeps forcing me back to the sign-in screen during active intervals.,Kigali Beauty Platform,MEDIUM,MEDIUM,The application logs users out way too fast.
186,Typo correction in settings menu localization file,The string asset for account_label contains a typo where 'account' is rendered as 'acount'. This needs to be polished in the next patch update.,Nyamirambo Retail App,LOW,LOW,Small spelling error found on the settings page.
187,change button look blue color (#108),can we change green button to blue color? blue is nice for our company brand. no rush when you have time,Kimironko Shop System,LOW,LOW,Client wants to change a button color from green to blue.
188,login not open code error (#723),everyone try to enter password but it say wrong token loop. nobody can do work today please fix now now,Rubavu Agri Market,CRITICAL,CRITICAL,Nobody can log in to work. Big emergency.
189,File upload failing with unhandled 413 exception,"When clients upload files larger than 1MB on Chrome v114, the system crashes without error messages. This is blocking the compliance team onboarding loop.",Musanze Delivery App,HIGH,HIGH,File upload button is broken. Users cannot add attachments.
190,PDF export missing key custom data rows (#328),"When downloading the analytics dashboard summary, the generated file fails to render the customized narrative rows present in the web layout.",Kanombe Cargo System,MEDIUM,MEDIUM,Text is missing when exporting reports to a paper file.
191,Invoice microservice rounding error on calculation (#224),"Invoice #2938 shows a subtotal of $600 due to a tax configuration error, which contradicts the fixed $400 amount stated in our contract parameters.",Remera Tax Portal,MEDIUM,MEDIUM,Wrong bill total on the monthly client invoice.
192,invoice money wrong count,hello bill we get today is wrong number. it say 600 but agreement is 400. please look and send true one,Kigali Beauty Platform,MEDIUM,MEDIUM,Wrong bill total on the monthly client invoice.
193,color change request,we want to alter some accent layouts on the main display page when you have extra sprint bandwidth.,Butare School Portal,MEDIUM,LOW,Client wants to change a button color from green to blue.
194,WRONG BILL AMOUNT AGAIN!!! (#911),OUR INVOICE SAYS 600 DOLLARS BUT OUR CONTRACT IS ONLY 400 DOLLARS PLEASE FIX THIS DISCREPANCY TODAY!!,Remera Tax Portal,MEDIUM,MEDIUM,Wrong bill total on the monthly client invoice.
195,DATA IS COMPLETELY GONE!!!,I OPENED THE PAGE AND EVERY CLIENT RECORD IS DELETED WE ARE PANICKING FIX IT NOW NOW!!,Musanze Delivery App,CRITICAL,CRITICAL,All client records are missing from the screen. Team is stuck.
196,Inquiry regarding user onboarding manual availability (#637),Could you provide a quick reference guide or video tutorial covering the addition of new staff accounts for our upcoming internal training session?,Gisenyi Hotel Booking,LOW,LOW,Customer needs a simple guide on how to add a worker.
197,Total payment gateway checkout freeze,The primary mobile money and card processing link has stopped working. Every live transaction is hanging indefinitely and failing.,Kimironko Shop System,MEDIUM,CRITICAL,Mobile money payment is failing but taking customer money.
198,photo upload not work error (#603),we try to put photo or paper pdf file inside but it say fail. we need this today for daily job please repair soon,Kanombe Cargo System,HIGH,HIGH,File upload button is broken. Users cannot add attachments.
199,spelling typo found,there is a small wording mistake inside one of the description blocks in the user settings menu.,Musanze Delivery App,MEDIUM,LOW,Small spelling error found on the settings page.
200,reports page loading error (#739),the page keeps spinning and won't display any numbers for our team.,Remera Tax Portal,HIGH,HIGH,The system is loading too slow and timing out.
201,Minor typo identified within settings layout,There is a minor spelling error in the account configuration tab where 'account' is misspelled with a single 'c'. Cosmetic fix.,Gisenyi Hotel Booking,LOW,LOW,Small spelling error found on the settings page.
202,FILE UPLOAD IS TOTALLY BROKEN!!!,WE CANNOT UPLOAD PDF OR PHOTOS FOR OUR WORK TODAY IT SAYS FAILED ALWAYS FIX THIS SOON IT IS VERY FRUSTRATING!!,Kanombe Cargo System,HIGH,HIGH,File upload button is broken. Users cannot add attachments.
203,THE TEXT IS MISSING FROM THE PDF EXPORT!!!,IT SHOWS ON THE COMPUTER SCREEN BUT THE DOWNLOADED PAPER FILE IS COMPLETELY BLANK REMOVE THIS BUG!!,Remera Tax Portal,MEDIUM,MEDIUM,Text is missing when exporting reports to a paper file.
204,need documentation guide (#538),looking for an instruction link on how to manage user profiles on the platform.,Kimironko Shop System,LOW,LOW,Customer needs a simple guide on how to add a worker.
205,Critical system crash on payment module (#490),"Since the update at 3pm, users get a blank screen and 500 error when clicking pay. Affected domain: /api/checkout. Error code: GATEWAY_TIMEOUT. All users blocked.",Kimironko Shop System,CRITICAL,CRITICAL,Mobile money payment is failing but taking customer money.
206,system slow loading loop (#760),open page take too long time then say timeout error. we cannot do reporting today because it loop. please check why slow,Musanze Delivery App,HIGH,HIGH,The system is loading too slow and timing out.
207,THERE IS A TYPO ON THE SETTINGS PAGE!!!,IT SAYS ACOUNT INSTEAD OF ACCOUNT FIX THIS MINOR SPELLING MISTAKE IN THE NEXT SPRINT UPDATE!!,Kigali Beauty Platform,MEDIUM,LOW,Small spelling error found on the settings page.
208,JWT token expiration time set to 300 seconds instead of 7200,"The session timeout variable on the frontend environment config is hardcoded to 5 minutes, ignoring the global database parameter setting.",Musanze Delivery App,MEDIUM,MEDIUM,The application logs users out way too fast.
209,money go out but order fail,customer buy things but payment say error. mobile money take their cash but no order inside system. big problem help,Gisenyi Hotel Booking,CRITICAL,CRITICAL,Mobile money payment is failing but taking customer money.
210,WRONG BILL AMOUNT AGAIN!!!,OUR INVOICE SAYS 600 DOLLARS BUT OUR CONTRACT IS ONLY 400 DOLLARS PLEASE FIX THIS DISCREPANCY TODAY!!,Musanze Delivery App,MEDIUM,MEDIUM,Wrong bill total on the monthly client invoice.
211,Production server completely unreachable,We are experiencing an unrecoverable system outage. All active API nodes are throwing a blank 500 error page. Operations are fully stopped.,Nyamirambo Retail App,CRITICAL,CRITICAL,The main link is completely broken. Business is stopped.
212,Automated transactional email notifications are stuck (#875),The background worker process is failing to dispatch registration confirmation emails. This is causing significant backlog for onboarding.,Gisenyi Hotel Booking,HIGH,HIGH,New signup emails are not sending out today.
213,Automated transactional email notifications are stuck,The background worker process is failing to dispatch registration confirmation emails. This is causing significant backlog for onboarding.,Kanombe Cargo System,HIGH,HIGH,New signup emails are not sending out today.
214,color change request,we want to alter some accent layouts on the main display page when you have extra sprint bandwidth.,Gitarama Pharmacy Web,LOW,LOW,Client wants to change a button color from green to blue.
215,emails are down,nobody is getting any automated responses from the portal today.,Kimironko Shop System,HIGH,HIGH,New signup emails are not sending out today.
216,Request to modify CSS color property on confirmation button,Please update the primary button class from background-color: #28a745 to #007bff to stay compliant with our internal brand guidebook.,Gisenyi Hotel Booking,LOW,LOW,Client wants to change a button color from green to blue.
217,Database replication failure causing mass data loss (#624),The core data cluster has failed after the last deploy. Active client records are no longer visible on any dashboard.,Musanze Delivery App,CRITICAL,CRITICAL,All client records are missing from the screen. Team is stuck.
218,app died,it just stopped working and shows a blank white screen since morning.,Gitarama Pharmacy Web,LOW,CRITICAL,The screen is frozen for everyone. Urgent fix needed.
219,CHANGE THIS UGLY BUTTON COLOR TO BLUE!!!,THE GREEN COLOR DOES NOT MATCH OUR BRAND Guidelines AT ALL CHANGE IT TO BLUE WHEN YOU HAVE A MINUTE!!,Butare School Portal,LOW,LOW,Client wants to change a button color from green to blue.
220,File attachment module throwing errors (#553),Users are unable to upload any compliance documentation or image files. The system rejects the payload at 99% with an unhandled exception.,Musanze Delivery App,HIGH,HIGH,File upload button is broken. Users cannot add attachments.
221,app logout too quick,system log out every 5 minute when stop typing. very annoying to type long passwrd again again. make long time please,Musanze Delivery App,MEDIUM,MEDIUM,The application logs users out way too fast.
222,pdf download missing data,the exported file doesn't match what we see on our web dashboard layer.,Rubavu Agri Market,MEDIUM,MEDIUM,Text is missing when exporting reports to a paper file.
223,Request to modify CSS color property on confirmation button (#108),Please update the primary button class from background-color: #28a745 to #007bff to stay compliant with our internal brand guidebook.,Nyamirambo Retail App,LOW,LOW,Client wants to change a button color from green to blue.
224,the button color looks a bit off,the green shade used on the main screen dashboard does not match our style guidelines precisely. please alter whenever convenient.,Gitarama Pharmacy Web,LOW,LOW,Client wants to change a button color from green to blue.
225,THE APP LOGS ME OUT EVERY 5 MINUTES!!!,THIS IS SO ANNOYING I HAVE TO RE-ENTER MY PASSWORD EVERY TIME I STOP TYPING FOR A SECOND MAKE THE TIME LONGER!!,Gisenyi Hotel Booking,MEDIUM,MEDIUM,The application logs users out way too fast.
226,FILE UPLOAD IS TOTALLY BROKEN!!! (#822),WE CANNOT UPLOAD PDF OR PHOTOS FOR OUR WORK TODAY IT SAYS FAILED ALWAYS FIX THIS SOON IT IS VERY FRUSTRATING!!,Kigali Beauty Platform,HIGH,HIGH,File upload button is broken. Users cannot add attachments.
227,login not open code error,everyone try to enter password but it say wrong token loop. nobody can do work today please fix now now,Gisenyi Hotel Booking,CRITICAL,CRITICAL,Nobody can log in to work. Big emergency.
228,spelling bad word in account setup (#656),i see small mistake in setting tab text. it say 'acount' instead of true spelling. just minor thing for next update,Kanombe Cargo System,LOW,LOW,Small spelling error found on the settings page.
229,FILE UPLOAD IS TOTALLY BROKEN!!! (#209),WE CANNOT UPLOAD PDF OR PHOTOS FOR OUR WORK TODAY IT SAYS FAILED ALWAYS FIX THIS SOON IT IS VERY FRUSTRATING!!,Nyamirambo Retail App,HIGH,HIGH,File upload button is broken. Users cannot add attachments.
230,hello site not working help (#350),the whole app is broken we click click nothing happens screen is white blank please help fast business stop,Kanombe Cargo System,CRITICAL,CRITICAL,The entire app is down. Customers cannot buy anything.
231,color change request,we want to alter some accent layouts on the main display page when you have extra sprint bandwidth.,Gitarama Pharmacy Web,LOW,LOW,Client wants to change a button color from green to blue.
232,reports page loading error (#495),the page keeps spinning and won't display any numbers for our team.,Nyamirambo Retail App,HIGH,HIGH,The system is loading too slow and timing out.
233,THERE IS A TYPO ON THE SETTINGS PAGE!!!,IT SAYS ACOUNT INSTEAD OF ACCOUNT FIX THIS MINOR SPELLING MISTAKE IN THE NEXT SPRINT UPDATE!!,Kimironko Shop System,CRITICAL,LOW,Small spelling error found on the settings page.
234,Ransomware popup on live web server admin link,Our live system admin page has been hijacked. It displays an external hacker alert demanding payment and all staff authentication tokens are rejected.,Rubavu Agri Market,CRITICAL,CRITICAL,The main link is completely broken. Business is stopped.
235,Database query causing 504 gateway timeout on reports (#904),"The SQL query for gathering monthly sales metrics lacks an index on the client_id column, causing a 45 second lock. The sales team cannot open reports.",Remera Tax Portal,HIGH,HIGH,The system is loading too slow and timing out.
236,how to put new worker inside (#357),hello we have new person coming next week. how do we add them inside app? you have simple video or text link? thanks,Rubavu Agri Market,LOW,LOW,Customer needs a simple guide on how to add a worker.
237,attachments broken,the upload section is not accepting any files from our side.,Kigali Beauty Platform,HIGH,HIGH,File upload button is broken. Users cannot add attachments.
238,Total payment gateway checkout freeze,The primary mobile money and card processing link has stopped working. Every live transaction is hanging indefinitely and failing.,Rubavu Agri Market,LOW,CRITICAL,Mobile money payment is failing but taking customer money.
239,photo upload not work error (#659),we try to put photo or paper pdf file inside but it say fail. we need this today for daily job please repair soon,Remera Tax Portal,HIGH,HIGH,File upload button is broken. Users cannot add attachments.
240,attachments broken,the upload section is not accepting any files from our side.,Nyamirambo Retail App,HIGH,HIGH,File upload button is broken. Users cannot add attachments.
241,File attachment module throwing errors (#445),Users are unable to upload any compliance documentation or image files. The system rejects the payload at 99% with an unhandled exception.,Nyamirambo Retail App,HIGH,HIGH,File upload button is broken. Users cannot add attachments.
242,system failure,the app is completely dead for all our office workers.,Gisenyi Hotel Booking,CRITICAL,CRITICAL,The entire app is down. Customers cannot buy anything.
243,system slow loading loop,open page take too long time then say timeout error. we cannot do reporting today because it loop. please check why slow,Rubavu Agri Market,HIGH,HIGH,The system is loading too slow and timing out.
244,PDF layout stream omitting custom text blocks,"The export module is failing to map the data stream variable to the document layout, causing blank rows in downloaded reports while web view is fine.",Kimironko Shop System,MEDIUM,MEDIUM,Text is missing when exporting reports to a paper file.
245,photo upload not work error (#469),we try to put photo or paper pdf file inside but it say fail. we need this today for daily job please repair soon,Rubavu Agri Market,HIGH,HIGH,File upload button is broken. Users cannot add attachments.
246,everything is broken (#501),the system is down and nobody can do anything today.,Rubavu Agri Market,CRITICAL,CRITICAL,The entire app is down. Customers cannot buy anything.
247,Billing mismatch on monthly system invoice,"The automated invoicing system generated an incorrect total for this period, billing $600 instead of our baseline retainer of $400.",Gisenyi Hotel Booking,MEDIUM,MEDIUM,Wrong bill total on the monthly client invoice.
248,PDF export missing key custom data rows (#634),"When downloading the analytics dashboard summary, the generated file fails to render the customized narrative rows present in the web layout.",Gitarama Pharmacy Web,MEDIUM,MEDIUM,Text is missing when exporting reports to a paper file.
249,pdf download missing data (#227),the exported file doesn't match what we see on our web dashboard layer.,Remera Tax Portal,MEDIUM,MEDIUM,Text is missing when exporting reports to a paper file.
250,Critical system crash on payment module,"Since the update at 3pm, users get a blank screen and 500 error when clicking pay. Affected domain: /api/checkout. Error code: GATEWAY_TIMEOUT. All users blocked.",Gisenyi Hotel Booking,CRITICAL,CRITICAL,Mobile money payment is failing but taking customer money.
251,Critical system crash on payment module (#894),"Since the update at 3pm, users get a blank screen and 500 error when clicking pay. Affected domain: /api/checkout. Error code: GATEWAY_TIMEOUT. All users blocked.",Gisenyi Hotel Booking,CRITICAL,CRITICAL,Mobile money payment is failing but taking customer money.
252,THE TEXT IS MISSING FROM THE PDF EXPORT!!! (#147),IT SHOWS ON THE COMPUTER SCREEN BUT THE DOWNLOADED PAPER FILE IS COMPLETELY BLANK REMOVE THIS BUG!!,Nyamirambo Retail App,MEDIUM,MEDIUM,Text is missing when exporting reports to a paper file.
253,DASHBOARD LOADING FOREVER!!! (#356),THE SYSTEM IS SO SLOW IT TAKES 3 MINUTES THEN GIVES TIMEOUT ERROR WE CANNOT SEE THE DAILY REPORTS TODAY!!,Butare School Portal,HIGH,HIGH,The system is loading too slow and timing out.
254,Automated transactional email notifications are stuck,The background worker process is failing to dispatch registration confirmation emails. This is causing significant backlog for onboarding.,Butare School Portal,HIGH,HIGH,New signup emails are not sending out today.
255,invoice money wrong count (#702),hello bill we get today is wrong number. it say 600 but agreement is 400. please look and send true one,Kanombe Cargo System,MEDIUM,MEDIUM,Wrong bill total on the monthly client invoice.
256,Production server completely unreachable (#339),We are experiencing an unrecoverable system outage. All active API nodes are throwing a blank 500 error page. Operations are fully stopped.,Rubavu Agri Market,MEDIUM,CRITICAL,The main link is completely broken. Business is stopped.
257,Inquiry regarding user onboarding manual availability (#279),Could you provide a quick reference guide or video tutorial covering the addition of new staff accounts for our upcoming internal training session?,Kimironko Shop System,LOW,LOW,Customer needs a simple guide on how to add a worker.
258,Ransomware popup on live web server admin link,Our live system admin page has been hijacked. It displays an external hacker alert demanding payment and all staff authentication tokens are rejected.,Kanombe Cargo System,CRITICAL,CRITICAL,The main link is completely broken. Business is stopped.
259,Inquiry regarding user onboarding manual availability (#678),Could you provide a quick reference guide or video tutorial covering the addition of new staff accounts for our upcoming internal training session?,Kimironko Shop System,LOW,LOW,Customer needs a simple guide on how to add a worker.
260,Critical system crash on payment module,"Since the update at 3pm, users get a blank screen and 500 error when clicking pay. Affected domain: /api/checkout. Error code: GATEWAY_TIMEOUT. All users blocked.",Nyamirambo Retail App,LOW,CRITICAL,Mobile money payment is failing but taking customer money.
261,Billing mismatch on monthly system invoice (#839),"The automated invoicing system generated an incorrect total for this period, billing $600 instead of our baseline retainer of $400.",Gitarama Pharmacy Web,MEDIUM,MEDIUM,Wrong bill total on the monthly client invoice.
262,need documentation guide,looking for an instruction link on how to manage user profiles on the platform.,Butare School Portal,LOW,LOW,Customer needs a simple guide on how to add a worker.
263,DASHBOARD LOADING FOREVER!!!,THE SYSTEM IS SO SLOW IT TAKES 3 MINUTES THEN GIVES TIMEOUT ERROR WE CANNOT SEE THE DAILY REPORTS TODAY!!,Nyamirambo Retail App,MEDIUM,HIGH,The system is loading too slow and timing out.
264,spelling bad word in account setup,i see small mistake in setting tab text. it say 'acount' instead of true spelling. just minor thing for next update,Kigali Beauty Platform,LOW,LOW,Small spelling error found on the settings page.
265,login not open code error (#314),everyone try to enter password but it say wrong token loop. nobody can do work today please fix now now,Remera Tax Portal,MEDIUM,CRITICAL,Nobody can log in to work. Big emergency.
266,THERE IS A TYPO ON THE SETTINGS PAGE!!! (#591),IT SAYS ACOUNT INSTEAD OF ACCOUNT FIX THIS MINOR SPELLING MISTAKE IN THE NEXT SPRINT UPDATE!!,Gitarama Pharmacy Web,LOW,LOW,Small spelling error found on the settings page.
267,getting logged out constantly,the system keeps forcing me back to the sign-in screen during active intervals.,Nyamirambo Retail App,MEDIUM,MEDIUM,The application logs users out way too fast.
268,Automated transactional email notifications are stuck,The background worker process is failing to dispatch registration confirmation emails. This is causing significant backlog for onboarding.,Musanze Delivery App,HIGH,HIGH,New signup emails are not sending out today.
269,WRONG BILL AMOUNT AGAIN!!! (#515),OUR INVOICE SAYS 600 DOLLARS BUT OUR CONTRACT IS ONLY 400 DOLLARS PLEASE FIX THIS DISCREPANCY TODAY!!,Kanombe Cargo System,MEDIUM,MEDIUM,Wrong bill total on the monthly client invoice.
270,PDF layout stream omitting custom text blocks (#495),"The export module is failing to map the data stream variable to the document layout, causing blank rows in downloaded reports while web view is fine.",Butare School Portal,MEDIUM,MEDIUM,Text is missing when exporting reports to a paper file.
271,Inquiry regarding documentation assets for multi-tenant administration (#508),We are setting up internal knowledge base articles and require the video walkthrough link for adding and configuring new corporate roles.,Gitarama Pharmacy Web,LOW,LOW,Customer needs a simple guide on how to add a worker.
272,Complete session database corruption after deploy (#712),"After the recent build pipeline finished, all users are kicked into a login loop. Token verification throws an unhandled null pointer error. Nobody can access dashboards.",Kanombe Cargo System,HIGH,CRITICAL,Nobody can log in to work. Big emergency.
273,change button look blue color (#963),can we change green button to blue color? blue is nice for our company brand. no rush when you have time,Rubavu Agri Market,LOW,LOW,Client wants to change a button color from green to blue.
274,change button look blue color (#299),can we change green button to blue color? blue is nice for our company brand. no rush when you have time,Kigali Beauty Platform,LOW,LOW,Client wants to change a button color from green to blue.
275,EMAILS ARE NOT GOING TO CLIENTS!!!,NEW SIGNUP EMAILS ARE FULLY STUCK AND CUSTOMERS ARE COMPLAINING FIX THIS NOW TODAY!!,Kigali Beauty Platform,LOW,HIGH,New signup emails are not sending out today.
276,File attachment module throwing errors,Users are unable to upload any compliance documentation or image files. The system rejects the payload at 99% with an unhandled exception.,Musanze Delivery App,HIGH,HIGH,File upload button is broken. Users cannot add attachments.
277,attachments broken (#333),the upload section is not accepting any files from our side.,Nyamirambo Retail App,HIGH,HIGH,File upload button is broken. Users cannot add attachments.
278,DASHBOARD LOADING FOREVER!!! (#572),THE SYSTEM IS SO SLOW IT TAKES 3 MINUTES THEN GIVES TIMEOUT ERROR WE CANNOT SEE THE DAILY REPORTS TODAY!!,Gisenyi Hotel Booking,HIGH,HIGH,The system is loading too slow and timing out.
279,Minor typo identified within settings layout (#890),There is a minor spelling error in the account configuration tab where 'account' is misspelled with a single 'c'. Cosmetic fix.,Gitarama Pharmacy Web,LOW,LOW,Small spelling error found on the settings page.
280,spelling bad word in account setup,i see small mistake in setting tab text. it say 'acount' instead of true spelling. just minor thing for next update,Rubavu Agri Market,LOW,LOW,Small spelling error found on the settings page.
281,Request to modify CSS color property on confirmation button (#695),Please update the primary button class from background-color: #28a745 to #007bff to stay compliant with our internal brand guidebook.,Musanze Delivery App,LOW,LOW,Client wants to change a button color from green to blue.
282,app died,it just stopped working and shows a blank white screen since morning.,Kanombe Cargo System,CRITICAL,CRITICAL,The screen is frozen for everyone. Urgent fix needed.
283,reports page loading error (#290),the page keeps spinning and won't display any numbers for our team.,Nyamirambo Retail App,HIGH,HIGH,The system is loading too slow and timing out.
284,Minor typo identified within settings layout,There is a minor spelling error in the account configuration tab where 'account' is misspelled with a single 'c'. Cosmetic fix.,Kigali Beauty Platform,LOW,LOW,Small spelling error found on the settings page.
